ASIN,name,rating,review_count,price,product_type
B089F2XJXW,"LG Ultra PC High Performance Laptop - 17"" IPS WQXGA (2560 x 1600) Display and Intel 10th Generation Intel Core i7-10510U CPU, NVIDIA GTX1650 GDDR5 4GB, 16GB DDR4 2666 MHz RAM - 512GB NVMe SSD",4.1,22,1549.0,processor
B01NCOLR2V,"MOSISO Compatible with MacBook Pro 13 inch Case 2016-2020 Release A2338 M1 A2289 A2251 A2159 A1989 A1706 A1708, Plastic Hard Shell Case&Keyboard Cover Skin&Screen Protector&Storage Bag, Black",4.2,17323,15.99,processor
B07HZKB4P3,"Microsoft Surface Laptop 2 (Intel Core i7, 8GB RAM, 256GB) - Platinum",4.4,501,879.0,processor
B08HQDG93S,"HAFURY GT20 Unlocked Smartphone, 6GB RAM/128GB, 6.4-Inch Display, 48MP Cameras, 4200mAh Battery, Android 10, Global Version,Dual SIM, Gradient+Green",2.9,5,189.99,processor
B002P6G330,Earthquake Sound MB1 MEGA BASS Digital Bass Synthesizer for Car Audio,4.3,27,74.96,processor
B07L24TWSG,"Acer Chromebook 514, CB514-1HT-C6EV, Intel Celeron N3450, 14"" Full HD Touch Display, 4GB LPDDR4, 64GB eMMC, Backlit Keyboard, Google Chrome",4.4,479,413.0,processor
B07PGNW1KZ,"Android 9.0 TV Box, Pendoo X6 PRO Android TV Box 4GB RAM 32GB ROM, Dual-WiFi 2.4GHz/5GHz Bluetooth Quad Core 64 Bits 3D/4K Full HD/H.265/USB3.0 Android Box",3.9,1542,59.99,processor
B08FL1N9V3,LG V60 ThinQ 5G UW Blue 128GB for Verizon (Renewed),3.8,11,499.95,processor
B0797LMJF5,"Command 6 Cord Bundlers, 12 Strips, each bundler holds up to 2 lbs, easy to open packaging, Organize Damage-Free",4.7,3781,9.99,processor
B07PM2XTGK,"Lenovo ThinkPad T490 20N2002AUS 14"" Notebook - 1920 X 1080 - Core i7 i7-8565U - 8 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Te",5.0,2,1098.79,processor
B00908BMVE,Canon PowerShot SX500 IS 16.0 MP Digital Camera with 30x Wide-Angle Optical Image Stabilized Zoom and 3.0-Inch LCD (Black) (OLD MODEL),4.5,678,469.95,processor
B084P82HRY,"ARCTIC Freezer 7 X - Compact Multi-Compatible CPU Cooler, 100 mm PWM Fan, Compatible with Intel & AMD Sockets, 300-2000 RPM (PWM Controlled), Pre-Applied MX-2 Thermal Paste",4.6,150,23.99,processor
B07CTHLX8C,"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" FHD IPS w/ 144Hz Refresh, Intel i7-8750H, GTX 1060 6GB, 16GB DDR4, 256GB NVMe SSD, Aeroblade Metal Fans PH315-51-78NP",4.3,1992,1389.0,processor
B07JDT7778,"Google Pixel Slate 12.3-Inch 2 in 1 Tablet Intel Core i7, Aspect Ratio 3:2",4.1,342,999.0,processor
B07HLXGT2S,LG V30 GSM Unlocked Smartphone w/Magnificent 6.0in QHD+ OLED FullVision Display - Silver (Renewed),4.3,552,199.99,processor
B07TKNCQZL,"Canon PowerShot G7X Mark III Digital 4K Vlogging Camera, Vertical 4K Video Support with Wi-Fi, NFC and 3.0-Inch Touch Tilt LCD, Black",4.5,247,649.0,processor
B07KPL474H,"Western Digital 14TB Ultrastar DC HC530 SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 512MB Cache, 3.5"" - WUH721414ALE6L4",4.4,568,339.0,processor
B087LZNMYB,"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery",4.3,302,449.99,processor
B08C73SK6H,"Xiaomi Redmi Note 9 (128GB, 4GB) 6.53"", 5020mAh Battery, MTK Helio G85, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro, Straight Talk) International Model (128GB SD Bundle, Midnight Grey)",4.2,27,247.5,processor
B07K8RJZRG,GIGABYTE Z390 DESIGNARE Gigabyte (Intel LGA1151/Z390/ATX/2xM.2/Thunderbolt 3/Onboard AC Wifi/12+1 Phases Digital Vrm/Motherboard),4.5,359,269.99,processor
B082XPD4L6,"OUKITEL WP5 (2020) Rugged Cell Phone Unlocked, Android 10 Smartphone 8000mAh Battery IP68 Waterproof, 5.5"" HD+ 4GB 32GB Face ID Fingerprint Triple Camera Global Version 4G LTE GSM AT&T T-Mobile",4.2,910,159.99,processor
B07N9KQDVG,"Motorola Moto G7 Power - Unlocked - 32 GB - Marine Blue (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",4.5,2687,234.0,processor
B08FDGJMVF,"UM300 Mini PC AMD Ryzen 3 3300U Windows 10 Pro Mini PC Desktop Computer, Radeon Vega 6 Graphics,8GB DDR4 256GB SSD,HDMI2.0/DP/USB-C Triple 4K@60Hz Output,with1000M LAN Intel WIFI6 AX200 BT5.1",4.7,65,399.9,processor
B002WZK3BC,Cloud Microphones - Cloudlifter - CL-2 Dynamic/Ribbon Mic Activator Inline Preamp - Handmade in the USA,4.8,91,249.0,processor
B08121G394,"Dell Inspiron 13 2-in-1 7391-13.3"" FHD Touch - 10th gen i5-10210U - 8GB - 512GB SSD",4.6,59,849.0,processor
B08LDZNRPC,"Dell XPS 15 9500 (Latest Model) 15.6"" Laptop Intel Core i7-10750H 10th Gen 32GB DDR4 RAM 1TB SSD, 4K UHD+ (3840x2400) 500-NIT Touch NVIDIA Geforce GTX 1650 Ti 4GB GDDR6, Windows 10 PRO (Renewed)",3.9,11,2244.99,processor
B08HM1T6RL,"Noctua NH-D15S chromax.Black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black)",4.9,135,89.9,processor
B07X9PFCRT,"HP Stream 14 Laptop PC - Intel Celeron N4000, 4GB, 32GB eMMC, Intel UHD Graphics 600, Windows 10 S, Royal Blue (Renewed)",3.7,19,279.0,processor
B07MH5XTBF,SUPERMICRO - MOTHERBOARDS MBD-X11SCL-LN4F-O E-2100 LGA1151 C242 128GB DDR4 PCI Express microATX Retail,5.0,1,230.0,processor
B08MZYTL7N,"DMAF5 Mini PC AMD Ryzen 5 3550H Windows 10 Pro Mini PC Desktop Computer, Radeon Vega 8 Graphics,8GB DDR4 256 GB SSD,HDMI2.0/DP/USB-C Triple 4K@60Hz Output,with1000M LAN Intel WIFI6 AX200 BT5.1",4.6,17,499.99,processor
B079W9STXH,"SAMSUNG 860 EVO 1TB 2.5-Inch SATA III Internal SSD (MZ-76E1T0E), 1 TB",4.7,123,129.99,processor
B07DJ5G5KS,"upHere Technology All-in-One High Performance Water Liquid CPU Cooler with Adjustable 120mm PWM Fan,Blue LED (AM4 Compatible) CC1202",4.4,56,49.99,processor
B07G99NNXL,"Nano V3.0, Nano Board ATmega328P 5V 16M Micro-Controller Board Compatible with Arduino IDE (Nano x 3 with USB Cable)",4.5,1039,13.99,processor
B08MWZHRNP,"Lenovo IdeaCentre 5i Desktop, 10th Gen i7-10700 (up to 4.80 GHz with Turbo Boost, 8 Cores), UHD Graphics 630, 16 GB DDR4 (2 x 8GB), 512GB SSD + 1TB HDD, 9.0mm DVD±RW, Win 10",5.0,1,999.0,processor
B07R4PQJNM,"Acer Aspire Z24-890-UA91 AIO Desktop, 23.8 inches Full HD, 9th Gen Intel Core i5-9400T, 12GB DDR4, 512GB SSD, 802.11ac Wifi, USB 3.1 Type C, Wireless Keyboard and Mouse, Windows 10 Home, Silver",4.6,1178,922.99,processor
B07W6S2ZJP,"Phanteks AMP Series 550W 80PLUS Gold, ATX Power Supply, Fully Modular, Hybrid Mode, Silent Fan, Revolt PRO Link Certified",4.9,187,89.99,processor
B01N4V204L,G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4266 (PC4 34100) Intel Z270 / Z370 / X299 Desktop Memory Model F4-4266C19D-16GTZR,4.3,31,268.95,processor
B07W982VQV,"ZEROXCLUB Rear View Camera Kit, 1080P FHD Car Backup Camera IP69 Waterproof Night Vision Reverse Camera Monitor for Van RV Truck Trailer (SY01)",4.6,35,129.99,processor
B08CNGW57G,"Acer C720-2844 11.6"" Intel Celeron 2955U Dual-Core 4GB 16GB SSD LED Chromebook (Renewed)",3.8,24,179.7,processor
B08FRTL2FY,"Dell XPS 8940 Tower Desktop Computer - 10th Gen Intel Core i7-10700 8-Core up to 4.80 GHz CPU, 64GB DDR4 RAM, 2TB SSD + 4TB Hard Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Home, Black",4.8,5,1469.99,processor
B083W6YQ9G,QNAP TS-251D-4G 2 Bay Home NAS with Intel Celeron J4005 CPU and One 1GbE Port,4.4,314,309.0,processor
B08LR1CGS8,"HP Chromebook 14A-NA0031WM 14"" 4GB 64GB Intel Pentium Silver N5000 X4 1.1GHz Chrome OS, Silver (Renewed)",5.0,1,252.0,processor
B08N6866LL,"Tablet 10.1 Inch Android 10.0 4G Phone Tablets with 4GB RAM+64GB ROM Dual Sim Card 5MP+ 8MP Camera, WiFi, Bluetooth, GPS, Deca Core, HD Touchscreen, Support 4G Phone Call (Green)",2.1,5,170.0,processor
B07QT8RTV2,"Apple iPad Pro (11-inch, Wi-Fi, 64GB) - Space Gray (2018) (Renewed)",4.4,1467,629.99,processor
B08J4JYLCN,Total Wireless LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,4.0,26,69.72,processor
B07Q1DKVYR,"TomTom Go Comfort 6 Inch GPS Navigation Device with Updates Via Wi-Fi, Real Time Traffic, Free Maps of North America, Smart Routing, Destination Prediction and Road Trips",4.2,319,174.23,processor
B01M9I1DO1,"Wireless Bluetooth Home Audio Amplifier - 100W 5 Channel Home Theater Power Stereo Receiver, Surround Sound w/ HDMI, AUX, FM Antenna, Subwoofer Speaker Input, 12V Adapter - Pyle PFA540BT",3.9,823,85.89,processor
B07DMMPQXR,"Dell OP3060MFFXKF5K OptiPlex 3060 XKF5K Micro PC with Intel Core i5-8500T 2.1 GHz Hexa-core, 8GB RAM, 256GB SSD, Windows 10 Pro 64-bit",4.7,62,665.34,processor
B086M3YGLT,Hifonics ZG-3200.1D 3200 Watts Zeus Gamma Mono Subwoofer Car Audio Amplifier with Gravity Magnet Phone Holder,4.4,8,209.99,processor
B086T781MM,"Dell Latitude 7280 12.5-Inch HD Anti-Glare Display 7th Generation Laptop Notebook (Intel Core i5-7300U 2.60 GHz, 8GB Ram, 512GB SSD, HDMI, Camera, WiFi ) Win 10 Pro (Renewed)",4.2,19,408.97,processor
B07F6XBJVG,Asus TUF B450M-PLUS Gaming AMD B450 Socket AM4 Micro ATX,4.6,435,154.95,processor
B07WWX3T54,HP Business Desktop ProDesk 400 G6 Desktop Computer - Core i5 i5-9500 - 8 GB RAM - 256 GB SSD - Small Form Factor - Windows 10 Pro 64-bit - Intel UHD Graphics 630 - DVD-Writer - English Keyboard,5.0,2,698.99,processor
B08BP54ZBY,"Laptop Cooler, Lamicall Laptop Cooling Pad : Portable Height Adjustable Laptop Cooling Fan Stand Holder Riser Compatible with MacBook Air Pro Dell XPS HP Alienware Laptop Notebooks Up to 17” - Silver",4.5,265,29.99,processor
B087PM8MRW,Dell XPS 13 7390 2 in 1 Core i7-1065G7 IRIS Plus 512GB PCIe SSD 16GB RAM FHD+ (1920x1200) Touch Screen Killer WiFi 6 AX Arctic White Win 10 Home (Renewed),3.8,6,1099.66,processor
B08FVJFGLH,"2020_HP 14"" FHD WLED-Backlit Laptop, 10th Gen Intel Core i3-1005G1 up to 3.4GHz, 8GB DDR4, 256GB PCIe SSD, 802.11ac, Bluetooth, Backlit Keyboard, HD Webcam, HDMI, Windows 10 with Shoxlab Mousepad",4.5,5,489.0,processor
B07ZBMJ417,Canon PowerShot ELPH 360 HS Digital Camera Balck + 64GB SD Memory Card (Silver),4.7,5,249.95,processor
B07SYNH13F,"MoZhu Android Tablet 10 Inch,Cheap Tablets PC 10.1,HD,3G, WiFi, GPS, Octa Core, 64GB ROM,4GB RAM, Dual Sim Card, New, (Black)",3.6,19,99.0,processor
B07XR87HCD,"Unlocked Rugged Smartphones, Blackview BV9100 4G LTE 13000mAh Battery Rugged Cell Phones Android 9.0 IP68 Waterproof Drop Proof, 6.3"" Screen 4GB+64GB Octa-core Dual SIM for GSM AT&T T-Mobile (Grey)",3.7,141,279.99,processor
B07Y5PK8SC,"2020 ASUS VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 16GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",4.4,312,649.0,processor
B07D9627NB,"Seagate Exos X10 10TB Internal Hard Drive HDD – 3.5 Inch 6Gb/s 7200 RPM 128MB Cache for Enterprise, Data Center – Frustration Free Packaging (ST10000NM0086)",4.8,41,269.0,processor
B08HWMXWT7,C4000LG CenturyLink DSL Modem by GreenWave,2.8,12,299.99,processor
B07HY4PSPW,"Asus VP228HE 21.5” Full HD 1920x1080 1ms HDMI VGA Eye Care Monitor,Blacklight",4.4,820,94.17,processor
B08M91F1R4,"2020_Lenovo_IdeaPad 1 14"" HD Widescreen LED Backlight Display Laptop, AMD A6-9220e, 4GB Memory, 64GB eMMC Flash Memory, AMD Radeon R4, microSD Reader, WiFi, HDMI, Bluetooth, Win10, w/Santax Accessory",5.0,3,299.0,processor
B00332F0CA,Leviton 47609-4DP 1 x 4 Combo Phone and Data Board,4.7,3,26.72,processor
B07H55Z7K1,"Pyle Digital 3-in-1 Photo, Slide and Film Scanner - Convert 35mm Film Negatives & Slides - With HD 5.1 MP - Digital LCD Screen, Easy to Use",3.6,82,127.1,processor
B089S8YSF5,Crystal Canon Elph 180 Point and Shoot Camera Bundle (Silver Bundle),4.1,28,179.99,processor
B08M9L41ZC,"2020 Lenovo Ideapad 3 17 17.3"" HD+ Laptop Computer, 10th Gen Intel Core i3-10110U up to 4.1GHz (Beats i5-7200U), 8GB DDR4 RAM, 256GB PCIe SSD, AC WiFi, Remote Work, Gray, Windows 10, iPuzzle Mousepad",4.6,14,599.99,processor
B0756RWC8V,"AC Infinity CLOUDPLATE T9-N, Rack Mount Fan Panel 3U, Intake Airflow, for cooling AV, Home Theater, Network 19” Racks",4.4,52,129.0,processor
B085RKS4J7,"HP Chromebook X360 14-Inch HD Touchscreen Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14b-ca0010nr, Ceramic White/Mineral Silver) (Renewed)",4.7,118,304.0,processor
B08QZCT17P,"Raspberry Pi Camera Module 5 Megapixel 1080p OV5647 Sensor Mini Webcam for Raspberry Pi Model A/B/B+, RPi 2B Pi 3B 3B+ and Pi 4B (2 Pack)",4.2,56,10.99,processor
B08L9WTCQ1,"Tablet with Keyboard, 8 inch 1080P HD Tablets, Quad-Coree Android 10 Tablets, 3GB RAM, 32GB Storage 128GB Extended Memory, Bluetooth 5.0, WiFi, GPS, USB - (Red)",3.6,29,109.99,processor
B088D259Q5,"Tablet 10 Inch, Android 9.0 Pie Tablets with Wireless Keyboard Case and Mouse, 3GB RAM 64GB ROM, Quad Core, Google GMS Certified, IPS HD Display, 8MP Dual Camera, Dual 4G SIM, 8000mAh, WiFi - Black",4.3,380,136.6,processor
B0899JJBYG,"Ulefone Armor X7 Pro (2021) Unlocked Rugged Phones, Android 10 Quad-core 4G+32GB ROM, 13MP+5MP Dual Camera 5.0 inch HD Screen 4000mAh Battery Rugged Smartphones, OTG, NFC, Face ID, GPS, WiFi -Black",4.0,154,139.99,processor
B08QZJVGZD,"Ortizan Portable Bluetooth Speaker, IPX7 Waterproof Wireless Speaker with 24W Loud Stereo Sound, Outdoor Speakers with Bluetooth 5.0, 30H Playtime,66ft Bluetooth Range,TWS Pairing for Home",4.7,147,34.99,processor
B071D4K96C,Thermaltake Water 3.0 LGA 2011-3 AM4 Support 280 Riing RGB Edition 140mm RGB PWM Fan AIO Liquid Cooling System 3 Year Warranty CL-W138-PL14SW-A,4.4,546,149.99,processor
B08L724XQ3,"OEM Lenovo ThinkCentre M75q Tiny M75q-1, AMD Ryzen 5 PRO 3400GE, 32GB RAM, 1TB SSD, W10P, Business Desktop",4.2,23,769.95,processor
B085N9T2RC,"EKWB EK-Quantum Magnitude CPU Water Block, Intel CPU (20xx), D-RGB, Nickel/Acetal",4.2,3,222.99,processor
B08N1HRVLY,"Fusion5 10 inch 104Ev2 PRO Android Tablet PC - (Android 10.0 Q, 3GB RAM, 32GB Storage, Bluetooth 5.0, Dual-Band Wi-Fi, HDMI, HD IPS Screen, GPS, FM, 5MP and 2MP Cameras)",4.3,5,129.99,processor
B07DJHY7YM,"BlackBerry Evolve BBG100-1 64GB/4GB (Black) - Factory Unlocked International Version - No Warranty in The USA - GSM Only, No Cdma",3.5,1149,129.99,processor
B081PNQKLL,Rockville BluTube SG 70W Tube Amplifier/Home Theater Stereo Receiver W/Bluetooth,4.3,535,159.95,processor
B08HR5TSX3,BuzzTV XRS4500 Max - Android 9 Set-Top Box 4K Ultra HD - GB 4RAM 128GB Storage,3.7,13,189.0,processor
B08BP1KKHB,"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis",4.5,19,685.0,processor
B07ZKPHJGT,"Anban MacBook Air 13 Inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932, Wood Hard Corner Protective Shell Cover with Keyboard & Screen Protector with Retina & Touch ID, MacBook Air 2020 M1 Case",4.2,389,21.98,processor
B07HRZHJ6Z,GIGABYTE Z390 Gaming X (Intel LGA1151/Z390/ATX/2xM.2/Realtek ALC892/Intel LAN/HDMI/Gaming Motherboard),4.5,318,135.99,processor
B085VZJW3G,"HUAWEI Watch GT 2e Bluetooth SmartWatch, Sport GPS 14 Days Working Fitness Tracker, Heart Rate Tracker, Blood Oxygen Monitor, Waterproof for Android and iOS, 46mm ICY White",4.5,1448,154.99,processor
B08JPTK1VV,"Tablet 10.8 Inch Android 10.0, 5G-WiFi, 10-Core 2.3Ghz CPU 4GB RAM + 64GB ROM/512GB Expandable, Tablet with Keyboard Touch 2560X1600 (2K) Screen HD+, 16.0MP Camera Dual SIM 4G Bluetooth GPS (Green)",4.3,58,196.5,processor
B074VFRKZG,"Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2"" - Super Black - PA8S0006US",4.1,200,129.99,processor
B07WXK83VJ,HP Business Desktop ProDesk 400 G5 Desktop Computer - Core i5 i5-9500T - 8 GB RAM - 256 GB SSD - Desktop Mini - Windows 10 Pro 64-bit - Intel UHD Graphics 630 - English Keyboard - Wireless LAN - Bluet,5.0,4,587.45,processor
B06XY2DKMC,"HP 11.6in 11-v020nr HD IPS Gorilla Glass Touchscreen Chromebook, Intel Celeron N3060 Dual-Core, 4GB DDR3, 16GB SSD, 802.11ac, Bluetooth, Chrome OS (Renewed)",4.3,169,230.0,processor
B08DG2W9ND,"2020 ASUS ROG Zephyrus G14 14"" VR Ready FHD Gaming Laptop,8 cores AMD Ryzen 7 4800HS(Upto 4.2 GHzBeat i7-10750H),Backlight,HDMI,USB C,NVIDIA GeForce GTX 1650,Gray,Win 10 (8GB RAM|512GB PCIe SSD)",4.7,42,1049.97,processor
B00P4JKQGK,"TP-Link 2.4GHz N300 Long Range Outdoor CPE for PtP and PtMP Transmission | Point to Point Wireless Bridge | 9dBi, 5km+ | Passive PoE Powered w/ Free PoE Injector | Pharos Control (CPE210)",4.1,2510,39.99,processor
B07687ZW39,Mikrotik RouterBoard RB1100AHx4 13x Gigabit Ethernet ports Router maximum throughput of up to 7.5Gbit,4.7,20,285.42,processor
B08PBRRL9Z,"REKONG WiFi 6E BT5.2 AX210NGW Dual-Band 160MHz M.2 2230 WiFi Card Wireless 802.11ax 2x2 MU-MIMO AX210 3000Mbps NGFF Network Card Better AX200NGW Card for PC Laptops Only Support Windows 10,64 bit",5.0,1,26.99,processor
B000068O1G,"Hosa CSS-202 Dual 1/4"" TRS to Dual 1/4"" TRS Stereo Interconnect Cable, 2 Meters",4.8,790,10.95,processor
B081PZTZ4B,"ASUS Prime B550M-A WiFi AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen Micro ATX Motherboard (PCIe 4.0, WiFi 6, ECC Memory, 1Gb LAN, HDMI 2.1/D-Sub, 4K@60HZ, Addressable Gen 2 RGB Header and Aura Sync)",4.7,351,128.96,processor
B086HNZWD7,"Cooler Master SickleFlow 120 V2 All-Black 120mm Square Frame Fan with Air Balance Curve Blade Design, Sealed Bearing, PWM Control for Computer Case & Liquid Radiator",4.6,1442,7.99,processor
B00JES3MPY,Enfain Generic Swivel USB 2.0 Flash Jump Zip Memory Stick Drive 16GB Purple 10 Pack,4.6,4440,28.8,processor
B07ZBP9727,Canon PowerShot ELPH 180 Digital Camera + 64 GB Memory Card (Silver),4.5,18,184.95,processor
B086W22CY9,"AWOW Mini PC Windows 10 PC Stick Intel Celeron J4105(up to 2.5GHz) Fanless Mini Computer 4GB DDR4 64GB eMMC Support 4K UHD,Dual Band WiFi,HDMI and Mini DP,Auto Power On",3.9,18,179.99,processor
B01N9X2YYN,"Noctua NH-U12S SE-AM4, Premium CPU Cooler for AMD AM4 (Brown)",4.9,791,59.95,processor
B0892R8PDJ,"MSI MAG X570 TOMAHAWK WIFI Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AC Wi-Fi 6, HDMI, ATX)",4.8,361,319.99,processor
B08BJGMFZH,"HP - Envy x360 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 7 - 8GB Memory - 512GB SSD - Nightfall Black",3.9,20,849.0,processor
B08JR1T4C3,QNAP TS-451D2-4G 4 Bay 4K Hardware transcoding NAS with Intel Celeron J4025 CPU and HDMI Output,4.6,10,459.0,processor
B08NCM2WJD,"Anban MacBook Air 13 inch Case 2021 2020 2019 2018 Release A2337 M1 A2179 A1932, Glittery PU Leather Smooth Laptop Shell Cover + Keyboard Cover + Screen Skin, MacBook Air 2020 Case Touch ID & Retina",4.1,14,23.98,processor
B08GRZJ65R,"Lenovo IdeaPad 3 17"" HD+ LED Laptop, AMD Ryzen 7 3700U (4-Core), 12GB DDR4, 1TB HDD + 128GB SSD, AMD Radeon Vega 10, WiFi, Bluetooth, Webcam, Fingerprint Reader, Media Reader, Windows 10 w/ Accessory",4.3,21,699.0,processor
B07HZ8DD5C,"Microsoft Surface Studio 2 (Intel Core i7, 32GB RAM, 1TB) - Newest Version",4.2,59,4169.0,processor
B077FGWRY4,Dell Latitude 7480 Business-Class Laptop | 14.0 inch FHD Touch Display | Intel Core 7th Generation i7-7600 | 16 GB DDR4 | 512 GB PCIe M.2 NVMe SSD | Windows 10 Pro (Renewed),3.8,20,689.0,processor
B07646VQ6T,Gigabyte GV-N1030OC-2GI Nvidia GeForce GT 1030 OC 2G Graphics Card,4.5,1713,88.99,processor
B07MNPHJMK,"2x2 Video Wall Controller USB+HDMI+VGA+AV Input and TV HDMI Output, Fully-Digital Processing Channel Inside 180 Degree, HD LCD Splicing Screen Seamless led TV Wall Monitor Display 1x3 1x4 2x1 1x2",3.9,7,359.0,processor
B08LYN1XBW,MeLE Fanless Mini PC Box Intel Celeron J4105 8G/128G Windows 10 Pro Desktop Computer Support 4K 60Hz UHD Streaming HDMI/VGA PCG35 GLK,5.0,2,229.99,processor
B08F76J3ZF,Gigabyte A520M AORUS Elite (AMD Ryzen AM4/MicroATX/5+3 Phases Digital PWM/Gaming GbE LAN/NVMe PCIe 3.0 x4 M.2/2 Display Interfaces/Q-Flash Plus/RGB Fusion 2.0/Motherboard),4.8,44,84.99,processor
B08CK1J3NG,"Beelink GS-King X TV Box Hi-Fi Lossless Sound 4K TV Box,Amlogic S922X-H 4GB RAM 64GB ROM Android 9.0,Support Expansion of 2 3.5-inch HDD，NAS /4K 60fps /BT 4.1/Gigabit LAN/ 2.4G/5G Dual WiFi",4.7,9,338.9,processor
B01LXYG77O,"Acer Chromebook R 13 Convertible, 13.3-inch Full HD Touch, MediaTek MT8173C, 4GB LPDDR3, 32GB, Chrome, CB5-312T-K5X4",4.4,787,385.0,processor
B07H9KXVRV,"EKWB EK-Velocity CPU Waterblock, RGB, Intel CPU, Nickel/Plexi",4.7,108,101.94,processor
B08L6HP75N,"WiFi MP4 Player with Bluetooth, AGPTEK 6 inch 16GB Touch Screen MP3 Player Support APP, Spotify, up to 128GB, Upgrade Version",3.3,13,93.99,processor
B07GWYWJYM,New Nintendo 2DS XL - Purple + Silver With Mario Kart 7 Pre-installed - Nintendo 2DS,4.8,4363,269.99,processor
B08P73X42F,"Blackview BV6300 Rugged Phone, Android 10 Outdoor Smartphone 4G Dual SIM IP68 Shockproof Waterproof Phone, 5.7’’ MTkA25 Processore Octa-Core 3GB + 32GB, 4380mAh, 13MP Quad Rear HDR, NFC/OTG-Green",4.6,5,189.99,processor
B07DMM7Z7N,Gigabyte Ultra Compact Mini PC/Intel UHD Graphics 600/ M.2 SSD/HDMI (2.0A)/ DP1.2A Component- GB-BLCE-4105,4.0,119,159.8,processor
B072J8RDZM,"Microsoft Surface Pro (5th Gen) (Intel Core i7, 8GB RAM, 256GB)",4.4,1184,1299.66,processor
B07YR6YQY3,TP-Link Archer C2300 AC2300 Wireless MU-MIMO Gigabit Router (Renewed),4.0,19,94.99,processor
B0865PR4W5,"ASUS VivoBook 15.6” FHD Laptop, AMD Quad Core R5-3500U, GeForce GTX 1050 Graphics, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Home, Wi-Fi 5, Fingerprint, Backlit KB, Black, M570DD-DS55",4.4,90,729.0,processor
B08GL5YRQT,"Samsung Electronics Galaxy Z Fold 2 5G | Factory Unlocked Android Cell Phone | 256GB Storage | US Version Smartphone Tablet | 2-in-1 Refined Design, Flex Mode | Mystic Black (SM-F916UZKAXAA)",4.4,20,1999.99,processor
B08CNLPDXV,"Acer Predator Triton 500 PT515-52-73L3 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 SUPER, 15.6"" FHD NVIDIA G-SYNC Display, 300Hz, 16GB Dual-Channel DDR4, 512GB NVMe SSD, RGB Backlit KB",4.3,68,1644.28,processor
B07G4M3K99,"Apple iPad with WiFi, 128GB, Gold (2018 Model) (Renewed)",4.6,2454,369.0,processor
B07Y8KL5D6,"Apple 2018 13.3in MacBook Air, Mac OS, Intel Core i5, 1.6 GHz, Intel UHD Graphics 617, 128 GB, Gold (Renewed)",4.6,236,849.0,processor
B0039T05I6,Progressive Dynamics PD4560CSV Inteli-Power 4500 Series Replacement Converter Section - 60 Amp,4.6,26,221.52,processor
B08C537ZB7,"MINIX 480GB USB-C Multiport High-Speed SSD Storage Hub-Gigabit Ethernet,4K HDMI (60Hz), USB-C Pass-Through, USB 3.0-Compatible with macOS, iPadOS and Windows 10 OS. (NEO SG4-Silver)",5.0,7,129.9,processor
B07GF474SC,"Uniden R3 Extreme Long Range Radar Laser Detector GPS, DSP, Voice Alert, Silver",4.6,478,279.0,processor
B084HMHGSP,"ASUS Hyper M.2 X16 PCIe 4.0 X4 Expansion Card Supports 4 NVMe M.2 (2242/2260/2280/22110) up to 256Gbps for AMD 3rd Ryzen sTRX40, AM4 Socket and Intel VROC NVMe Raid",4.3,173,69.99,processor
